Role_ID,Industry,Human_Labor_Cost_hr,Tokens_per_Human_Hour,Inference_Cost_2026,Agent_Labor_Equivalent_Cost,Substitution_Elasticity,AI_Augmentation_Factor,Automation_Risk_Index,Hardware_CapEx_Sensitivity,Regulatory_Moat,Substitution_Year_Est
ENR-040,Energy,83.0,170435.0,0.4379,0.0746,0.87,0.71,100,0.38,Med,2027
MLO-055,MLOps,101.0,151473.0,0.6856,0.1038,0.94,0.84,100,0.27,Med,2029
RET-046,Retail,35.0,60747.0,0.094,0.0057,0.95,0.59,100,0.49,Low,2028
GOV-046,Government,63.0,166698.0,0.2128,0.0355,0.93,0.75,100,0.43,Med,2028
HLT-078,Healthcare,82.0,212310.0,-999.0,-999.0,0.95,1.0,100,0.21,High,2033
HLT-051,Healthcare,99.0,190716.0,0.6928,0.1321,1.1,0.97,85,0.26,High,2031
ENR-047,Energy,102.0,198718.0,0.3767,0.0749,0.8,0.9,100,0.29,High,2032
RET-021,Retail,20.0,31092.0,0.0762,0.0024,1.05,1.0,100,0.13,High,2030
REL-022,Real Estate,78.0,108507.0,0.126,0.0137,1.13,0.48,100,0.43,Low,2027
CRE-023,Creative,83.0,267756.0,-999.0,-999.0,0.77,0.63,100,0.38,Med,2027
CON-012,Consulting,11650.0,30934250.0,0.6575,0.2014,0.81,0.44,96,0.54,Low,2028
unknown ,Legal,168.0,266527.0,0.1504,0.0401,1.09,0.51,100,0.36,Med,2028
FIN-038,Finance,77.0,177307.0,0.0477,0.0085,1.02,1.0,100,0.23,High,2031
CRE-011,Creative,60.0,258075.0,0.2502,0.0646,0.89,0.69,100,0.35,Low,2029
RET-067,Retail,35.0,43234.0,0.0658,0.0028,0.77,0.58,100,0.41,Med,2029
INS-004,Insurance,100.0,215618.0,0.1089,0.0235,0.92,0.72,100,0.55,Med,2030
RET-033,Retail,43.0,94841.0,0.0744,0.0071,1.02,0.45,100,0.44,Low,2026
GOV-054,Government,44.0,73806.0,0.1231,0.0091,0.9,0.58,100,0.2,Low,2027
MFG-078,Manufacturing,24.0,38541.0,0.0888,0.0034,0.96,0.62,100,0.19,Low,2027
REL-028,Real Estate,75.0,93193.0,0.5362,0.05,0.87,0.6,100,0.27,Low,2026
MLO-030,MLOps,77.0,109714.0,0.1797,0.0197,0.95,0.83,100,0.13,Med,2027
,,,,0.6855,0.1387,0.78,0.96,76,0.24,High,2031
RET-048,Retail,23.0,26407.0,0.0969,0.0026,1.07,0.79,100,0.15,Low,2026
TEL-070,Telecom,76.0,175341.0,0.2705,0.0474,0.89,0.51,100,0.48,Low,2027
TEL-002,Telecom,45.0,102289.0,0.3433,0.0351,0.63,0.77,100,0.26,Low,2027
FIN-015,Finance,105.0,218502.0,0.1904,0.0416,0.99,1.0,100,0.27,High,2033
CRE-002,Creative,41.0,227585.0,0.2621,0.0597,1.09,0.67,88,0.36,Low,2028
CON-024,Consulting,65.0,126405.0,0.3324,0.042,0.69,0.84,100,0.24,Med,2030
LOG-045,Logistics,29.0,39765.0,0.1892,0.0075,1.1,0.79,100,0.22,Low,2028
TEL-058,Telecom,56.0,124797.0,0.2949,0.0368,0.96,0.76,100,0.21,Med,2029
EDU-052,Education,58.0,142714.0,0.2288,0.0327,0.69,0.85,100,0.32,High,2031
MFG-040,Manufacturing,57.0,121135.0,0.1609,0.0195,0.73,0.65,100,0.39,Med,2029
,,,,0.0344,0.0026,1.26,0.83,100,0.27,High,2030
INS-063,Insurance,61.0,119513.0,0.165,0.0197,0.94,1.0,100,0.13,High,2033
LEG-020,Legal,105.0,211954.0,0.1011,0.0214,0.96,0.72,100,0.29,Med,2028
LEG-033,Legal,123.0,216086.0,0.1487,0.0321,1.0,1.0,100,0.31,High,2031
FIN-005,Finance,100.0,187993.0,0.4529,0.0851,0.37,0.77,100,0.32,Med,2029
FIN-042,Finance,122.0,215424.0,0.7809,0.1682,0.47,0.83,88,0.29,High,2032
FIN-052,Finance,139.0,283839.0,0.5529,0.1569,1.09,0.93,100,0.43,High,2031
,,,,0.5742,0.2649,0.92,0.23,71,0.55,Low,2026
HLT-030,Healthcare,125.0,238006.0,0.1094,0.026,0.96,0.79,100,0.19,Med,2028
FIN-004,Finance,73.0,165341.0,0.1999,0.0331,1.03,0.85,100,0.2,High,2032
LEG-073,Legal,133.0,272389.0,0.5726,0.156,0.99,0.96,100,0.23,High,2032
INS-070,Insurance,114.0,242083.0,0.2266,0.0549,0.96,0.95,100,0.49,High,2029
LEG-067,Legal,175.0,384379.0,0.7783,0.2992,1.06,0.94,63,0.28,High,2031
LEG-011,Legal,93.0,194657.0,0.5743,0.1118,0.75,0.78,99,0.18,Med,2028
ENR-044,Energy,49.0,93565.0,0.347,0.0325,0.76,1.0,100,0.16,High,2031
HLT-035,Healthcare,91.0,211736.0,0.6585,0.1394,0.77,0.88,82,0.1,High,2031
TEL-014,Telecom,48.0,75944.0,0.188,0.0143,0.72,0.65,100,0.29,Low,2027
GOV-015,Government,28.0,36021.0,0.2786,0.01,0.77,1.0,100,0.16,High,2031
MFG-056,Manufacturing,56.0,96112.0,0.3457,0.0332,0.89,0.45,100,0.42,Low,2026
LEG-025,Legal,98.0,188972.0,0.6414,0.1212,0.76,0.84,97,0.33,High,2031
ENR-079,Energy,42.0,74354.0,0.3207,0.0238,0.85,1.0,100,0.09,High,2033
MLO-015,MLOps,151.0,297150.0,0.4671,0.1388,0.79,0.8,100,0.38,Med,2029
MFG-071,Manufacturing,43.0,106908.0,0.1071,0.0114,1.0,0.56,100,0.38,Low,2026
REL-040,Real Estate,81.0,120059.0,0.1716,0.0206,1.12,0.52,100,0.22,Low,2026
INS-035,Insurance,52.0,108735.0,0.2822,0.0307,0.91,0.96,100,0.13,Med,2029
unknown ,Retail,28.0,50348.0,0.3185,0.016,0.7,0.77,100,0.18,Low,2028
INS-008,Insurance,95.0,257277.0,0.1252,0.0322,1.13,0.76,100,0.24,Med,2030
LOG-033,Logistics,69.0,109095.0,0.1033,0.0113,1.25,0.8,100,0.37,High,2032
unknown ,Education,48.0,153558.0,0.3326,0.0511,1.03,0.76,100,0.35,Med,2028
LOG-063,Logistics,34.0,48800.0,0.244,0.0119,1.09,1.0,100,0.06,High,2030
ENR-028,Energy,95.0,187405.0,0.0408,0.0076,0.94,0.67,100,0.45,Med,2029
ENR-070,Energy,104.0,201196.0,0.0984,0.0198,1.14,0.73,100,0.35,High,2029
HLT-032,Healthcare,122.0,329560.0,0.2863,0.0944,0.89,0.64,100,0.47,Med,2028
MFG-019,Manufacturing,34.0,69299.0,0.0385,0.0027,1.03,0.82,100,0.12,Med,2029
REL-071,Real Estate,86.0,126121.0,0.7948,0.1002,0.61,0.74,100,0.39,High,2030
GOV-044,Government,63.0,106020.0,0.2897,0.0307,0.89,0.6,100,0.32,Med,2029
MFG-054,Manufacturing,43.0,92558.0,0.1166,0.0108,0.9,0.59,100,0.45,Low,2029
MLO-073,MLOps,129.0,213704.0,0.3224,0.0689,0.94,0.64,100,0.37,Med,2030
unknown ,Consulting,100.0,245189.0,0.1012,0.0248,0.81,1.0,100,0.17,Med,2031
CON-054,Consulting,52.0,95684.0,0.5145,0.0492,0.9,0.64,100,0.15,Low,2028
FIN-047,Finance,122.0,253037.0,0.3677,0.093,0.99,0.69,100,0.52,High,2031
LOG-035,Logistics,88.0,207471.0,0.5217,0.1082,0.72,0.68,100,0.48,Med,2029
FIN-009,Finance,109.0,256791.0,0.3203,0.0823,0.8,0.51,100,0.39,Med,2027
CON-078,123abc,147.0,286844.0,0.3479,0.0998,0.82,0.48,100,0.46,Low,2026
REL-029,Real Estate,97.0,132737.0,0.0361,0.0048,1.16,0.6,100,0.31,Low,2027
LEG-010,Legal,149.0,371131.0,0.1718,0.0638,0.83,0.88,100,0.31,High,2031
GOV-067,Government,58.0,170563.0,0.1253,0.0214,0.77,0.91,100,0.2,High,2029
MLO-036,MLOps,92.0,132645.0,0.0756,0.01,0.98,0.6,100,0.3,Low,2027
EDU-077,Education,53.0,150488.0,0.0803,0.0121,0.98,0.67,100,0.35,Med,2029
MLO-048,MLOps,88.0,131242.0,0.1029,0.0135,0.89,0.74,100,0.31,Med,2030
MFG-039,Manufacturing,35.0,65171.0,0.4403,0.0287,0.69,1.0,100,0.11,High,2031
MFG-021,Manufacturing,59.0,88631.0,0.0856,0.0076,1.18,0.78,100,0.35,High,2032
MLO-076,MLOps,96.0,119214.0,-999.0,-999.0,1.14,0.6,100,0.24,Low,2029
CON-042,Consulting,136.0,226064.0,0.2258,0.051,0.6,0.68,100,0.21,Med,2028
CRE-064,Creative,65.0,305398.0,0.202,0.0617,0.98,0.8,100,0.32,Med,2029
CRE-040,Creative,74.0,397854.0,0.5418,0.2156,0.68,0.66,32,0.41,Low,2029
MFG-001,Manufacturing,33.0,63860.0,0.033,0.0021,0.91,1.0,100,0.06,High,2031
INS-041,Insurance,49.0,82118.0,0.7508,0.0617,0.76,0.97,90,0.1,High,2031
INS-007,Insurance,85.0,132682.0,0.5036,0.0668,0.67,0.74,100,0.27,Med,2027
FIN-012,Finance,167.0,363332.0,0.7833,0.2846,0.76,0.49,68,0.6,Med,2028
FIN-075,Finance,59.0,115289.0,0.5622,0.0648,0.83,0.98,100,0.19,Med,2027
HLT-033,Healthcare,158.0,375920.0,0.6102,0.2294,0.49,0.78,59,0.28,High,2032
HLT-017,Healthcare,122.0,319969.0,0.3315,0.1061,0.59,1.0,100,0.36,High,2032
REL-075,Real Estate,105.0,110661.0,-999.0,-999.0,0.88,0.45,100,0.37,Low,2026
FIN-071,Finance,111.0,256207.0,0.294,0.0753,1.08,0.61,100,0.43,Med,2029
ENR-043,Energy,141.0,393741.0,0.3062,0.1206,1.02,0.66,100,0.72,High,2029
HLT-015,Healthcare,204.0,381917.0,0.3317,0.1267,1.0,0.85,100,0.38,High,2031
GOV-065,Government,85.0,200292.0,0.3778,0.0757,1.04,0.73,100,0.34,High,2029
TEL-025,Telecom,73.0,142001.0,0.1575,0.0224,0.71,0.39,100,0.5,Low,2028
,,,,0.7175,0.0876,0.93,0.58,86,0.28,Med,2028
GOV-057,Government,57.0,92336.0,0.1831,0.0169,0.89,0.76,100,0.32,Low,2027
LOG-034,Logistics,58.0,114818.0,0.2158,0.0248,0.83,0.58,100,0.4,Low,2026
INS-029,Insurance,87.0,169074.0,0.0484,0.0082,1.24,0.67,100,0.32,Med,2028
HLT-025,Healthcare,209.0,443648.0,0.5597,0.2483,0.9,0.81,97,0.46,High,2032
CON-051,Consulting,99.0,203654.0,0.1947,0.0397,1.1,0.93,100,0.26,Med,2029
,,,,0.0734,0.0066,1.15,0.66,100,0.21,Med,2029
FIN-021,Finance,112.0,184978.0,0.3437,0.0636,1.06,0.74,100,0.28,High,2030
TEL-066,Telecom,46.0,100301.0,0.3374,0.0338,0.97,0.66,100,0.3,Low,2028
REL-046,Real Estate,49.0,73538.0,0.2694,0.0198,1.01,0.59,100,0.22,Low,2027
CON-079,Consulting,124.0,276952.0,0.4386,0.1215,0.97,0.51,100,0.55,Low,2028
GOV-080,Government,77.0,158166.0,0.1155,0.0183,0.95,0.85,100,0.36,High,2030
MFG-076,Manufacturing,58.0,122788.0,0.2353,0.0289,0.91,0.56,100,0.36,Med,2028
HLT-019,Healthcare,66.0,163982.0,0.5031,0.0825,0.85,1.0,85,0.18,High,2031
HLT-016,Healthcare,233.0,595511.0,0.3138,0.1869,0.94,0.91,100,0.4,High,2030
LOG-068,Logistics,55.0,138914.0,0.2208,0.0307,1.23,0.66,100,0.46,Med,2028
LEG-058,Legal,145.0,268301.0,0.2467,0.0662,0.91,0.96,100,0.21,High,2029
MFG-079,Manufacturing,29.0,61049.0,0.3,0.0183,1.11,0.81,100,0.15,Med,2029
LEG-072,Legal,133.0,215685.0,0.3408,0.0735,0.83,0.9,100,0.31,Value ,2032
,,,,0.281,0.0669,0.98,0.62,100,0.23,Low,2028
MFG-046,Manufacturing,27.0,47620.0,0.0655,0.0031,1.11,0.56,100,0.27,Low,2027
REL-003,Real Estate,53.0,76919.0,0.3467,0.0267,0.76,0.74,100,0.24,Med,2028
LOG-010,Logistics,63.0,123604.0,0.0458,0.0057,0.9,0.53,100,0.57,Low,2027
HLT-062,Healthcare,98.0,239821.0,0.7942,0.1905,0.68,0.9,35,0.29,High,2030
EDU-011,Education,78.0,200184.0,0.3417,0.0684,0.62,0.34,100,0.41,Low,2026
FIN-072,Finance,80.0,125754.0,0.2773,0.0349,1.24,0.97,100,0.16,High,2029
FIN-020,Finance,115.0,212807.0,0.5564,0.1184,0.64,0.57,100,0.34,Med,2029
,,,,0.2944,0.0285,0.68,0.81,100,0.29,Med,2029
MLO-049,MLOps,107.0,132021.0,-999.0,-999.0,0.92,0.87,100,0.27,High,2031
EDU-067,Education,39.0,103322.0,0.1299,0.0134,1.11,0.71,100,0.25,Low,2026
CON-036,Consulting,115.0,257112.0,0.1,0.0257,0.69,0.92,100,0.34,High,2030
LOG-047,Logistics,44.0,75766.0,0.1539,0.0117,1.09,0.71,100,0.25,Low,2028
CON-021,Consulting,123.0,126471.0,0.3134,0.0396,0.94,0.63,100,0.18,Low,2028
FIN-037,Finance,91.0,182456.0,0.2903,0.053,0.95,0.48,100,0.35,Low,2028
ENR-052,Energy,42.0,63899.0,0.7515,0.048,0.93,0.91,100,0.08,High,2031
CRE-047,Creative,74.0,345072.0,0.1315,0.0454,1.07,1.0,100,0.23,High,2031
LEG-015,Legal,151.0,218927.0,0.5249,0.1149,0.84,0.58,100,0.45,Low,2027
GOV-023,Government,58.0,79493.0,0.7132,0.0567,0.95,0.97,100,0.2,High,2030
RET-024,Retail,41.0,52694.0,0.2412,0.0127,0.95,0.58,100,0.29,Med,2028
TEL-060,Telecom,102.0,236795.0,0.2327,0.0551,0.67,0.56,100,0.54,Med,2029
INS-031,Insurance,113.0,190062.0,0.1262,0.024,0.93,0.53,100,0.31,Low,2028
CON-035,Consulting,98.0,190973.0,0.1216,0.0232,1.16,0.95,100,0.19,High,2031
MFG-058,Manufacturing,28.0,36157.0,0.037,0.0013,0.95,1.0,100,0.24,High,2033
CON-045,Consulting,120.0,137196.0,0.1215,0.0167,1.09,0.9,100,0.18,High,2029
EDU-022,Education,43.0,86517.0,0.1474,0.0128,1.09,0.9,100,0.15,High,2031
GOV-044,Government,63.0,106020.0,0.2897,0.0307,0.89,0.6,100,0.32,Med,2029
CON-002,Consulting,85.0,149205.0,0.2,0.0298,1.12,0.65,100,0.16,Low,2026
RET-065,Retail,26.0,46059.0,0.0724,0.0033,1.26,0.66,100,0.19,Low,2028
CRE-001,Creative,118.0,571641.0,0.1148,0.0656,0.95,0.52,100,0.43,Low,2027
FIN-064,Finance,155.0,300469.0,0.4805,0.1444,0.88,0.62,100,0.32,Med,2029
GOV-068,Government,52.0,103118.0,0.7147,0.0737,0.68,0.54,84,0.41,Med,2029
HLT-038,Healthcare,192.0,327497.0,0.5157,0.1689,0.81,0.92,100,0.34,High,2032
MFG-055,Manufacturing,32.0,56814.0,0.0904,0.0051,0.88,1.0,100,0.12,High,2030
unknown ,Telecom,72.0,165091.0,0.3168,0.0523,0.56,0.52,100,0.24,Med,2029
LEG-059,Legal,182.0,422175.0,0.5381,0.2272,0.71,0.82,89,0.54,High,2030
GOV-021,Government,49.0,127895.0,0.3079,0.0394,0.94,0.87,100,0.25,High,2031
LEG-044,Legal,138.0,258401.0,0.4094,0.1058,0.89,0.71,100,0.37,Med,2029
CON-065,Consulting,62.0,121196.0,0.2124,0.0257,0.85,0.73,100,0.08,Low,2029
MLO-026,MLOps,95.0,147665.0,0.1602,0.0237,1.05,0.79,100,0.38,Med,2028
CRE-054,Creative,49.0,224313.0,0.533,0.1196,0.74,0.78,46,0.37,Low,2029
MLO-044,MLOps,76.0,107521.0,0.4468,0.048,1.01,0.56,100,0.22,Low,2028
REL-061,Real Estate,53.0,81231.0,0.1092,0.0089,1.13,0.96,100,0.02,High,2032
EDU-055,Education,51.0,163379.0,0.222,0.0363,0.72,0.93,100,0.36,High,2031
GOV-073,Government,63.0,139322.0,0.3063,0.0427,0.79,0.79,100,0.37,High,2031
REL-012,Real Estate,75.0,125609.0,0.2483,0.0312,0.86,0.98,100,0.35,High,2032
RET-041,Retail,48.0,111930.0,0.0726,0.0081,1.21,0.6,100,0.56,Med,2029
RET-017,Retail,33.0,60071.0,0.073,0.0044,0.94,0.85,100,0.21,Low,2028
HLT-080,Healthcare,92.0,213157.0,0.328,0.0699,0.99,1.0,100,0.26,High,2032
ENR-002,Energy,11650.0,30934250.0,0.1112,0.0134,1.16,0.72,100,0.34,Low,2027
RET-001,Retail,60.0,129578.0,0.0349,0.0045,1.23,0.62,100,0.54,Med,2029
FIN-043,Finance,75.0,121422.0,0.2812,0.0341,0.97,0.53,100,0.36,Low,2028
HLT-014,Healthcare,195.0,341838.0,0.5992,0.2048,0.92,0.75,100,0.33,High,2032
LEG-028,Legal,52.0,93531.0,0.2856,0.0267,1.12,0.98,100,0.06,High,2031
MLO-013,MLOps,129.0,243802.0,0.0739,0.018,1.13,0.63,100,0.52,Med,2027
CON-076,Consulting,187.0,341380.0,0.5719,0.1952,0.96,0.77,100,0.41,Med,2030
FIN-051,Finance,147.0,238530.0,0.1724,0.0411,0.88,0.76,100,0.51,High,2030
HLT-074,Healthcare,132.0,351251.0,0.5185,0.1821,0.69,0.57,91,0.45,Med,2030
MLO-029,MLOps,88.0,158444.0,0.3499,0.0554,0.81,0.54,100,0.36,Low,2028
EDU-003,Education,62.0,159953.0,0.6134,0.0981,0.59,0.8,70,0.18,High,2031
INS-002,Insurance,88.0,179950.0,0.1052,0.0189,1.13,0.56,100,0.46,Med,2028
MFG-069,Manufacturing,31.0,61689.0,0.0542,0.0033,0.78,0.79,100,0.33,Med,2029
CRE-078,Creative,62.0,224958.0,0.164,0.0369,0.84,1.0,100,0.26,High,2032
MLO-034,MLOps,77.0,106356.0,0.4844,0.0515,0.75,0.54,100,0.34,Low,2029
UNKNOWN,Consulting,228.0,451769.0,0.7669,0.3465,0.92,0.25,100,0.67,Low,2028
CON-030,Consulting,90.0,192594.0,0.4672,0.09,0.84,0.72,100,0.37,Low,2029
INS-046,Insurance,86.0,197561.0,0.312,0.0616,1.13,1.0,100,0.28,High,2031
TEL-026,Telecom,58.0,104462.0,0.3366,0.0352,1.01,0.68,100,0.33,Med,2028
LOG-025,Logistics,79.0,148258.0,0.4463,0.0662,1.04,0.49,100,0.43,Med,2027
LOG-077,Logistics,46.0,81840.0,0.1167,0.0096,1.06,0.6,100,0.36,Med,2028
EDU-015,Education,48.0,126822.0,0.2541,0.0322,1.06,0.54,100,0.28,Med,2029
MFG-003,Manufacturing,47.0,93268.0,0.0583,0.0054,0.99,0.81,100,0.23,Med,2029
RET-004,Retail,44.0,107785.0,0.0943,0.0102,0.65,0.71,100,0.35,Med,2029
TEL-080,Telecom,96.0,176160.0,0.733,0.1291,0.96,0.52,100,0.55,Low,2028
CRE-046,Creative,75.0,312246.0,0.3984,0.1244,0.84,0.62,78,0.36,Low,2028
MFG-045,Manufacturing,23.0,36318.0,0.0727,0.0026,1.03,0.96,100,0.21,Med,2027
MLO-063,MLOps,122.0,181951.0,0.4534,0.0825,0.88,0.7,100,0.5,Med,2029
TEL-075,Telecom,55.0,96130.0,0.2296,0.0221,0.94,0.58,100,0.21,Low,2028
CON-041,Consulting,126.0,232988.0,0.1247,0.0291,0.82,0.54,100,0.54,Low,2027
RET-019,Retail,34.0,58510.0,0.0648,0.0038,1.17,0.9,100,0.1,High,2030
FIN-039,Finance,71.0,134977.0,0.1274,0.0172,0.99,0.94,100,0.21,High,2030
RET-049,Retail,48.0,123673.0,0.0824,0.0102,0.92,0.49,100,0.52,Low,2027
CRE-060,Creative,96.0,389417.0,0.3649,0.1421,0.59,0.66,93,0.34,Low,2028
MFG-011,Manufacturing,39.0,74091.0,0.0982,0.0073,0.97,0.7,100,0.24,Low,2026
RET-076,Retail,34.0,48683.0,0.2923,0.0142,0.67,1.0,100,0.19,High,2031
INS-079,Insurance,46.0,86755.0,0.3099,0.0269,0.77,0.96,100,0.29,High,2031
FIN-049,Finance,150.0,327422.0,0.545,0.1784,0.87,0.81,100,0.39,High,2032
REL-026,Real Estate,119.0,203161.0,0.1869,0.038,1.4,0.79,100,0.34,High,2030
ENR-003,Energy,126.0,297295.0,0.567,0.1686,1.05,0.72,92,0.36,High,2032
LOG-042,Logistics,37.0,60162.0,0.1012,0.0061,0.84,0.71,100,0.19,Low,2027
MFG-048,Manufacturing,11650.0,30934250.0,0.2982,0.0181,0.69,1.0,100,0.28,High,2033
LOG-008,Logistics,31.0,33162.0,0.1816,0.006,0.73,0.81,100,0.01,Med,2027
CRE-077,Creative,58.0,229431.0,0.0397,0.0091,1.17,0.79,100,0.24,Low,2028
FIN-074,Finance,82.0,123590.0,0.2892,0.0357,1.0,0.83,100,0.14,High,2031
MLO-011,MLOps,125.0,231510.0,0.1078,0.025,1.06,0.56,100,0.51,Med,2030
RET-068,Retail,44.0,87305.0,0.0515,0.0045,1.03,0.56,100,0.39,Low,2028
CON-047,Consulting,107.0,242849.0,0.6057,0.1471,0.87,0.72,85,0.36,Low,2027
MLO-023,MLOps,103.0,146152.0,0.1897,0.0277,0.62,0.74,100,0.39,Low,2028
FIN-014,Finance,131.0,220196.0,0.2236,0.0492,1.07,0.72,100,0.36,Med,2029
TEL-049,Telecom,68.0,138765.0,0.3687,0.0512,0.8,0.64,100,0.4,Med,2027
TEL-015,Telecom,66.0,150277.0,0.0846,0.0127,0.91,0.52,100,0.2,Med,2030
ENR-023,Energy,125.0,270583.0,0.5657,0.1531,0.91,0.73,95,0.55,High,2031
,,,,0.1102,0.0232,1.07,0.59,100,0.65,Med,2027
ENR-038,Energy,87.0,195861.0,0.4769,0.0934,0.79,0.52,100,0.45,Med,2029
CON-044,Consulting,152.0,258194.0,0.4312,0.1113,1.16,0.47,100,0.42,Low,2027
ENR-036,Energy,70.0,105103.0,0.3057,0.0321,0.67,0.68,100,0.17,Low,2028
LOG-048,Logistics,46.0,75804.0,0.0517,0.0039,0.9,0.69,100,0.14,Low,2026
MLO-069,MLOps,134.0,273732.0,0.6459,0.1768,0.96,0.42,100,0.51,Low,2026
CON-025,Consulting,106.0,161274.0,0.103,0.0166,0.99,0.67,100,0.33,Low,2029
ENR-013,Energy,105.0,256365.0,0.2031,0.0521,0.72,0.89,100,0.49,High,2030
ENR-005,Energy,97.0,208915.0,0.7064,0.1476,0.85,0.53,88,0.54,Med,2027
LOG-011,Logistics,27.0,42632.0,0.0997,0.0043,0.8,0.9,100,0.11,High,2031
RET-020,Retail,68.0,145608.0,0.0814,0.0119,0.85,0.44,100,0.52,Med,2027
RET-016,Retail,25.0,41349.0,0.1612,0.0067,1.49,0.89,100,0.14,Med,2027
REL-019,Real Estate,41.0,60113.0,0.2178,0.0131,0.93,0.75,100,0.23,Med,2029
TEL-027,Telecom,51.0,91816.0,0.6117,0.0562,0.78,0.69,100,0.22,Med,2029
HLT-026,Healthcare,127.0,324818.0,0.2291,0.0744,0.7,1.0,100,0.31,High,2031
LEG-005,Legal,126.0,216729.0,0.5459,0.1183,0.74,0.62,100,0.25,Low,2029
LEG-068,Legal,144.0,323690.0,0.4056,0.1313,0.91,0.74,100,0.47,High,2030
TEL-056,Telecom,41.0,70095.0,0.0718,0.005,0.99,0.88,100,0.11,High,2031
CRE-042,Creative,52.0,250219.0,0.1502,0.0376,0.83,0.72,100,0.29,Low,2028
ENR-058,Energy,65.0,130451.0,0.3187,0.0416,0.78,0.86,100,0.14,High,2029
ENR-021,123abc,92.0,189683.0,0.1972,0.0374,0.96,0.86,100,0.53,High,2032
UNKNOWN,Education,42.0,133545.0,0.2246,0.03,0.68,0.57,100,0.32,Low,2026
LOG-012,Logistics,36.0,55734.0,0.0309,0.0017,1.21,0.79,100,0.12,Med,2029
RET-027,Retail,74.0,160275.0,0.0459,0.0074,0.79,0.16,100,0.74,Low,2026
